Food_Name,Calories,Protein,Carbs,Fats,Food Category,Source
Quinoa Cheela,517.0,17.0,81.0,12.0,Veg,NutritionCF
Oats Dalia,107.0,2.0,9.0,6.0,Veg,NutritionCF
Dal Tikki,143.0,3.0,10.0,10.0,Veg,NutritionCF
"Tea (Ginger, Tulsi, Cardamon, Cinnamon Sticks, Black Pepper)",369.0,14.0,31.0,21.0,Veg,NutritionCF
Spinach Salad,209.0,2.0,9.0,21.0,Veg,NutritionCF
Jawar Stuffed Roti (Aloo),57.0,0.0,2.0,5.0,Veg,NutritionCF
Aam Ras,208.0,7.0,26.0,8.0,Veg,NutritionCF
Lemon Coriander Soup,20.0,0.0,1.0,2.0,Veg,NutritionCF
Chicken Stew,34.0,3.0,2.0,1.0,Non-veg,NutritionCF
Moong Dal Puree,84.0,2.0,8.0,5.0,Veg,NutritionCF
Rice Dosa,144.0,5.0,30.0,0.0,Veg,NutritionCF
Quinoa Cutlet,184.0,3.0,27.0,9.0,Veg,NutritionCF
Broccoli With Mix Bell Pepper Vegetable,929.0,34.0,102.0,37.0,Veg,NutritionCF
Ragi Flour Cheela,370.0,5.0,50.0,15.0,Veg,NutritionCF
Rice Flour Cheela,259.0,2.0,25.0,15.0,Veg,NutritionCF
Vegetable Juice(Cucumber+Ghiya+1 Carrot),67.0,3.0,13.0,0.0,Veg,NutritionCF
"Veg Shredded,Green Peas Mushroom Vegetable",360.0,13.0,46.0,11.0,Veg,NutritionCF
Lemon Rice Soup With Red Rice,154.0,2.0,19.0,10.0,Veg,NutritionCF
Baingan Vegetable,278.0,9.0,39.0,6.0,Veg,NutritionCF
Millets Cheela,233.0,3.0,20.0,16.0,Veg,NutritionCF
Ragi Soup,230.0,4.0,34.0,8.0,Veg,NutritionCF
Fish Salad 1,378.0,37.0,14.0,17.0,Non-veg,NutritionCF
Rice Flour Wrap With Chicken And Veggies,330.0,13.0,40.0,12.0,Non-veg,NutritionCF
Masoor Dal Sambar,157.0,5.0,14.0,9.0,Veg,NutritionCF
Moong Dal Tikki,118.0,4.0,15.0,5.0,Veg,NutritionCF
Oatmeal,375.0,8.0,18.0,27.0,Veg,NutritionCF
Boiled Aloo Chat,176.0,2.0,29.0,5.0,Veg,NutritionCF
Saunf Ajwain Water,7.0,0.0,1.0,0.0,Veg,NutritionCF
Red Rice,46.0,1.0,10.0,0.0,Veg,NutritionCF
Saunf Elaichi Water,13.0,0.0,2.0,0.0,Veg,NutritionCF
Classic Avocado Salad,597.0,13.0,25.0,51.0,Veg,NutritionCF
Corn Avocado Salad,748.0,16.0,41.0,59.0,Veg,NutritionCF
Spinach Vegetable,71.0,2.0,14.0,0.0,Veg,NutritionCF
Spinach Vegetable 2,37.0,1.0,5.0,1.0,Veg,NutritionCF
Upma,64.0,3.0,8.0,2.0,Veg,NutritionCF
"Dhaniya Jeera, Saunf Water",3.0,0.0,0.0,0.0,Veg,NutritionCF
Shredded Chicken Breast Dry Gravy,632.0,90.0,26.0,15.0,Non-veg,NutritionCF
"Arugula Salad(Cheery Tomato,Carrot,Cucumber And Radish)",112.0,2.0,8.0,8.0,Veg,NutritionCF
"Baby Spinach Salad(Cherry Tomato,Carrot,Cucumber And Radish)",116.0,2.0,9.0,8.0,Veg,NutritionCF
"Lettuce Salad(Cheery Tomato,Carrot,Cucumber And Radish)",102.0,2.0,7.0,8.0,Veg,NutritionCF
Gobhi Gajar Matar Without Oil,577.0,24.0,53.0,29.0,Veg,NutritionCF
Gobhi Gajar Matar With Oil,486.0,22.0,53.0,18.0,Veg,NutritionCF
Grilled Basa Fish,315.0,20.0,4.0,24.0,Non-veg,NutritionCF
"Cucumber ,Onion,Tomato And Carrot Salad",40.0,0.0,8.0,0.0,Veg,NutritionCF
"Vegetable Smoothie (Cucumber,Carrot,Beetroot And Apple)",72.0,2.0,14.0,1.0,Veg,NutritionCF
Baigan Bharta,45.0,1.0,7.0,1.0,Veg,NutritionCF
Jowar Cheela,536.0,17.0,93.0,9.0,Veg,NutritionCF
Brinjal Vegetable,247.0,10.0,33.0,2.0,Veg,NutritionCF
Fenugreek Vegetable,229.0,10.0,28.0,8.0,Veg,NutritionCF
Roasted Vegetable,873.0,27.0,140.0,19.0,Veg,NutritionCF
Mixed Vegetable Bhaji,1254.0,56.0,142.0,60.0,Veg,NutritionCF
Qunoia Flour Cheela,703.0,20.0,92.0,27.0,Veg,NutritionCF
Steamed /Blanched Vegetable,343.0,13.0,46.0,9.0,Veg,NutritionCF
Rasam,47.0,0.0,7.0,1.0,Veg,NutritionCF
Kala Chana Sprouts,73.0,4.0,10.0,1.0,Veg,NutritionCF
Sauteed Vegetables,195.0,1.0,8.0,15.0,Veg,NutritionCF
Pasta Salad,581.0,9.0,93.0,17.0,Veg,NutritionCF
Brown Rice Pulao,548.0,13.0,82.0,16.0,Veg,NutritionCF
Onion Masala Salad,90.0,5.0,15.0,1.0,Veg,NutritionCF
Dhaniya Chutney,54.0,5.0,4.0,2.0,Veg,NutritionCF
Salted Roasted Makhana,322.0,8.0,62.0,5.0,Veg,NutritionCF
Chicken Do Pyaza,1013.0,159.0,28.0,24.0,Non-veg,NutritionCF
Chicken Kebab,1721.0,107.0,28.0,109.0,Non-veg,NutritionCF
Green Chutney,86.0,7.0,10.0,1.0,Veg,NutritionCF
Kali Masoor Chat,229.0,13.0,41.0,1.0,Veg,NutritionCF
Chana Salad,414.0,25.0,63.0,8.0,Veg,NutritionCF
Kala Chana Chat,363.0,18.0,54.0,4.0,Veg,NutritionCF
Spinach Chana Dal Cutlet,573.0,22.0,69.0,24.0,Veg,NutritionCF
Vegetable Soup With Quinoa,219.0,6.0,32.0,6.0,Veg,NutritionCF
Low-Fat Bajra Cheela,553.0,19.0,91.0,13.0,Veg,NutritionCF
Low-Fat Grilled Chicken Breast,1122.0,156.0,4.0,48.0,Non-veg,NutritionCF
Roasted Makhana Bhel Without Peanuts,329.0,8.0,60.0,3.0,Veg,NutritionCF
Sprouts Cheela,521.0,25.0,70.0,16.0,Veg,NutritionCF
"Bell Pepper, Onion, And Tomato Vegetable",142.0,3.0,17.0,5.0,Veg,NutritionCF
Chicken Gravy (Low-Fat),676.0,56.0,19.0,40.0,Non-veg,NutritionCF
Tomato Basil Soup,112.0,2.0,10.0,8.0,Veg,NutritionCF
"Saute Zucchini, Asparagus, And Bell Peppers",130.0,2.0,5.0,11.0,Veg,NutritionCF
Style Roasted Makhana,219.0,5.0,25.0,13.0,Veg,NutritionCF
Kalimirch Chicken,1826.0,109.0,26.0,119.0,Non-veg,NutritionCF
Low Fat Besan Cheela,139.0,7.0,19.0,3.0,Veg,NutritionCF
Low Fat Dal Cheela,324.0,12.0,32.0,15.0,Veg,NutritionCF
Tinda Vegetable (Low Fat),116.0,3.0,9.0,8.0,Veg,NutritionCF
Green Chutney Without Any Nuts,66.0,4.0,8.0,0.0,Veg,NutritionCF
French Fries,149.0,2.0,22.0,5.0,Veg,NutritionCF
Saute Bell Pepper,320.0,3.0,12.0,28.0,Veg,NutritionCF
Chatpate Mushroom,146.0,6.0,12.0,5.0,Veg,NutritionCF
Mushroom Pepper Masala,206.0,8.0,24.0,5.0,Veg,NutritionCF
Potato Mushroom Kebab,211.0,6.0,28.0,8.0,Veg,NutritionCF
Mushroom Soup,379.0,15.0,27.0,24.0,Veg,NutritionCF
Mushroom Capsicum Onion Vegetable,158.0,5.0,13.0,6.0,Veg,NutritionCF
Mushroom Do Pyaza,180.0,7.0,15.0,7.0,Veg,NutritionCF
Mushroom Masala,176.0,6.0,16.0,7.0,Veg,NutritionCF
Spinach Masala,201.0,8.0,21.0,7.0,Veg,NutritionCF
Mushroom Saute,160.0,6.0,15.0,6.0,Veg,NutritionCF
Stuffed Mushroom,43.0,3.0,6.0,0.0,Veg,NutritionCF
Methi Mushroom Vegetable,244.0,11.0,22.0,8.0,Veg,NutritionCF
Dry Matar Mushroom Vegetable,315.0,17.0,40.0,6.0,Veg,NutritionCF
Kala Channa Tikki,160.0,5.0,19.0,6.0,Veg,NutritionCF
Salami Sandwich (Chicken),137.0,13.0,10.0,5.0,Non-veg,NutritionCF
Chicken Sandwich,277.0,16.0,44.0,3.0,Non-veg,NutritionCF
Stuffed Oats Bran Wheat Roti,134.0,4.0,12.0,5.0,Veg,NutritionCF
Wheat Porridge,290.0,9.0,57.0,2.0,Veg,NutritionCF
Chicken Shawarma (With Pita Bread And Curd),535.0,56.0,5.0,31.0,Non-veg,NutritionCF
Open Sandwich,197.0,5.0,23.0,11.0,Veg,NutritionCF
Bread Poha,97.0,2.0,5.0,6.0,Veg,NutritionCF
Chicken Bread Roll,140.0,14.0,15.0,3.0,Non-veg,NutritionCF
Whole Wheat Bread,546.0,15.0,84.0,17.0,Veg,NutritionCF
Bruschetta,107.0,3.0,10.0,7.0,Veg,NutritionCF
Veg Sandwich,138.0,4.0,25.0,1.0,Veg,NutritionCF
Suji Veggie Pocket,221.0,7.0,33.0,5.0,Veg,NutritionCF
Wheat Roti,96.0,3.0,19.0,0.0,Veg,NutritionCF
Chicken Wheat Wrap,239.0,17.0,14.0,11.0,Non-veg,NutritionCF
Oats Wrap,202.0,9.0,34.0,4.0,Veg,NutritionCF
Bread Roll,85.0,1.0,3.0,8.0,Veg,NutritionCF
Avocado Toast,215.0,4.0,21.0,15.0,Veg,NutritionCF
Poori,265.0,25.0,154.0,29.0,Veg,NutritionCF
Suji Idli,496.0,17.0,86.0,9.0,Veg,NutritionCF
Missi Roti,348.0,13.0,52.0,9.0,Veg,NutritionCF
Aloo Toast,172.0,4.0,35.0,2.0,Veg,NutritionCF
Wheat Bran Roti Roll,147.0,3.0,19.0,5.0,Veg,NutritionCF
Wheat Palak Wrap,1072.0,34.0,198.0,13.0,Veg,NutritionCF
Stuffed Jau Roti (Spinach),254.0,5.0,20.0,17.0,Veg,NutritionCF
Oats Stuffed Roti (Fenugreek),185.0,7.0,34.0,2.0,Veg,NutritionCF
Oats Cheela,454.0,18.0,69.0,12.0,Veg,NutritionCF
Stuffed Wheat Bran Roti,264.0,7.0,44.0,6.0,Veg,NutritionCF
Vermicelli,710.0,24.0,117.0,14.0,Veg,NutritionCF
Dal Wali Roti,263.0,13.0,42.0,2.0,Veg,NutritionCF
Ragi Roti (20% Ragi & 80% Wheat),255.0,4.0,23.0,16.0,Veg,NutritionCF
Ragi Roti (50% Ragi & 50% Normal Atta),597.0,13.0,95.0,17.0,Veg,NutritionCF
Soya Flour Roti (20% Soya Flour + 80% Wheat),346.0,16.0,57.0,5.0,Veg,NutritionCF
Soya Wheat Roti (50% Soya Atta & 50% Wheat Atta),475.0,29.0,59.0,14.0,Veg,NutritionCF
Bran Roti (25% Wheat Bran & 75 % Normal Atta),159.0,6.0,33.0,1.0,Veg,NutritionCF
Bran Roti (20% Wheat Bran & 80% Wheat),407.0,12.0,69.0,10.0,Veg,NutritionCF
Wheat Burger With Oats Tikki & Salad,236.0,2.0,43.0,5.0,Veg,NutritionCF
Banana Bread (Eggless),1231.0,44.0,251.0,6.0,Veg,NutritionCF
Plain Roti With Veggies,243.0,8.0,37.0,6.0,Veg,NutritionCF
Wheat Roti With Veggie Wrap,176.0,7.0,30.0,3.0,Veg,NutritionCF
Suji Dhokla,235.0,8.0,43.0,3.0,Veg,NutritionCF
Noodles Vegetable Sizzler,190.0,8.0,27.0,2.0,Veg,NutritionCF
Avocado Sandwich,195.0,6.0,40.0,0.0,Veg,NutritionCF
Cocktail Idli,154.0,2.0,9.0,11.0,Veg,NutritionCF
Suji Wrap,232.0,9.0,39.0,4.0,Veg,NutritionCF
Chicken Wheat Noodles,231.0,22.0,21.0,7.0,Non-veg,NutritionCF
Ragi Roti (30% Oats Bran + 70% Ragi Atta),91.0,3.0,18.0,0.0,Veg,NutritionCF
Wheat Roti (20% Quinoa Flour + 80% Wheat Flour),166.0,6.0,32.0,2.0,Veg,NutritionCF
Jau Roti (20% Jau Atta And 80% Wheat Atta),311.0,10.0,62.0,1.0,Veg,NutritionCF
Jau Roti (50% Jau Atta & 50% Oats Atta),343.0,12.0,61.0,5.0,Veg,NutritionCF
20% Flaxseed Flour 80% Wheat Flour Roti,195.0,7.0,13.0,13.0,Veg,NutritionCF
Jawar Roti (20% Jawar & 80% Wheat),223.0,7.0,45.0,1.0,Veg,NutritionCF
Baba Ganoush With Pita Bread,289.0,10.0,46.0,7.0,Veg,NutritionCF
Vermicelli Rolls,401.0,12.0,83.0,1.0,Veg,NutritionCF
Wheat Pasta (Veg),86.0,5.0,11.0,1.0,Veg,NutritionCF
Wheat Pasta (Non-Veg),167.0,13.0,18.0,4.0,Non-veg,NutritionCF
Bajra Roti (100%),696.0,22.0,124.0,11.0,Veg,NutritionCF
Bajra Roti (50% Bajra Atta & 50% Normal Atta),396.0,13.0,72.0,5.0,Veg,NutritionCF
Bajra Roti (20% Bajra & 80% Wheat),220.0,275.0,1548.0,136.0,Veg,NutritionCF
Oats Bread,192.0,6.0,25.0,8.0,Veg,NutritionCF
Besan Roti (20% Besan & 80% Wheat),90.0,3.0,18.0,0.0,Veg,NutritionCF
Oats Bran Roti (50% Oats Bran And 50% Normal (Wheat) Atta),146.0,9.0,37.0,3.0,Veg,NutritionCF
Oats Bran Roti (20% Oats Bran And 80% Normal (Wheat) Atta),178.0,10.0,43.0,3.0,Veg,NutritionCF
Quinoa Flour Roti (20% Quinoa Flour & 80% Wheat),269.0,10.0,49.0,3.0,Veg,NutritionCF
Ragi Roti (25% Ragi & 75% Normal Atta),100.0,4.0,21.0,0.0,Veg,NutritionCF
Dal Peetha,239.0,9.0,39.0,5.0,Veg,NutritionCF
Tawa Roti,192.0,7.0,39.0,1.0,Veg,NutritionCF
Missi Roti(1/3 Besan & 1/3 Wheat Atta & 1/3 Wheat Bran),1494.0,55.0,264.0,27.0,Veg,NutritionCF
Open Sandwich With One Slice,157.0,8.0,30.0,0.0,Veg,NutritionCF
50% Barley Atta & 50% Oats Atta Roti,367.0,12.0,70.0,4.0,Veg,NutritionCF
Garlic Toast,252.0,6.0,31.0,12.0,Veg,NutritionCF
Ragi Roti (50% Ragi Atta + 50% Wheat Atta),100.0,4.0,20.0,1.0,Veg,NutritionCF
Quinoa Flour Roti (50% Quinoa Flour + 50% Normal Atta),258.0,10.0,48.0,3.0,Veg,NutritionCF
Oats Bran Roti,386.0,13.0,66.0,7.0,Veg,NutritionCF
Bajra Roti(50% Bajra & 50 % Wheat Atta),53.0,2.0,11.0,0.0,Veg,NutritionCF
Amaranth Flour Roti,2.0,2.0,4.0,1.0,Veg,NutritionCF
Amaranth Flour Roti 50% Amaranth Flour And 50% Wheat Flour,33.0,2.0,9.0,1.0,Veg,NutritionCF
Bread Poha With Brown Bread,107.0,3.0,19.0,1.0,Veg,NutritionCF
Ragi Roti Without Oil,0.0,0.0,0.0,0.0,Veg,NutritionCF
Vegetable Wheat Vermicelli,135.0,4.0,19.0,4.0,Veg,NutritionCF
Amarnath Roti(50%Almond Flour+50%Normal Atta),380.0,23.0,80.0,12.0,Veg,NutritionCF
Veggies Stuffed Jaw Roti,955.0,23.0,134.0,37.0,Veg,NutritionCF
Whole Wheat Bread Poha,292.0,6.0,25.0,18.0,Veg,NutritionCF
Oats Bran Roti(50% Oats Bran & 50% Wheat Atta),496.0,20.0,52.0,23.0,Veg,NutritionCF
Garlic And Tomato Salad,69.0,4.0,9.0,1.0,Veg,NutritionCF
Fish Curry,196.0,22.0,12.0,6.0,Non-veg,NutritionCF
Fish Salad,400.0,43.0,6.0,20.0,Non-veg,NutritionCF
Grilled Fish,305.0,21.0,0.0,25.0,Non-veg,NutritionCF
Masala Fish Fry,22.0,4.0,1.0,0.0,Non-veg,NutritionCF
Non-Veg Platter (Fish),53.0,9.0,2.0,1.0,Non-veg,NutritionCF
Samakiya Rice,180.0,3.0,37.0,1.0,Non-veg,NutritionCF
Fish Tikka,238.0,30.0,4.0,10.0,Non-veg,NutritionCF
Baked Fish,168.0,19.0,0.0,9.0,Non-veg,NutritionCF
Fish Cutlet (Grilled/Roasted),216.0,16.0,13.0,10.0,Non-veg,NutritionCF
Fish Tikka Kebab,177.0,17.0,2.0,10.0,Non-veg,NutritionCF
Fish Sizzler,106.0,7.0,13.0,3.0,Non-veg,NutritionCF
Lettuce Wrapped Fish,110.0,8.0,3.0,7.0,Non-veg,NutritionCF
Egg White Omelette,74.0,7.0,0.0,5.0,Eggetarian,NutritionCF
Egg White Scrambled,35.0,2.0,1.0,3.0,Eggetarian,NutritionCF
Poached Egg White,85.0,8.0,0.0,5.0,Eggetarian,NutritionCF
Egg Bhurji,117.0,8.0,3.0,8.0,Eggetarian,NutritionCF
Egg White Salad,91.0,15.0,6.0,0.0,Eggetarian,NutritionCF
Egg Salad,347.0,18.0,5.0,28.0,Eggetarian,NutritionCF
Egg White Fritatta,110.0,11.0,2.0,5.0,Eggetarian,NutritionCF
"Carrot, Bell Pepper, Broccoli, Cucumber , Beetroot Salad And Egg Salad",144.0,11.0,21.0,0.0,Eggetarian,NutritionCF
Roast Chicken Tomato Salad,192.0,13.0,7.0,12.0,Non-veg,NutritionCF
Egg Rice,143.0,5.0,23.0,2.0,Eggetarian,NutritionCF
Masala Omelette,74.0,5.0,1.0,5.0,Eggetarian,NutritionCF
Banana Bread (Egg),121.0,6.0,18.0,4.0,Eggetarian,NutritionCF
Veggies And Egg Soup,83.0,3.0,16.0,0.0,Eggetarian,NutritionCF
Egg Wheat Noodles,192.0,15.0,31.0,1.0,Eggetarian,NutritionCF
Egg Curry,122.0,10.0,3.0,8.0,Eggetarian,NutritionCF
Egg Sunny Sideup,69.0,5.0,0.0,5.0,Non-veg,NutritionCF
Egg White Sandwich,231.0,13.0,30.0,7.0,Eggetarian,NutritionCF
Egg White Boiled,69.0,7.0,0.0,5.0,Eggetarian,NutritionCF
Kale Mushroom Frittata With 2 Egg Whites,128.0,18.0,4.0,3.0,Eggetarian,NutritionCF
French Toast With 2 Egg Whites And Whole Wheat Bread,197.0,11.0,21.0,7.0,Eggetarian,NutritionCF
Egg White Curry,210.0,2.0,14.0,5.0,Eggetarian,NutritionCF
Egg White Omelette With Mushroom,249.0,13.0,11.0,15.0,Eggetarian,NutritionCF
Egg Bhurji With 3 Egg Whites And 1 Yolk,253.0,18.0,11.0,13.0,Eggetarian,NutritionCF
Egg Fritttata With High Fiber,530.0,43.0,8.0,36.0,Eggetarian,NutritionCF
Egg Frittata With High Fiber Content And Low Fat,645.0,45.0,14.0,44.0,Eggetarian,NutritionCF
Paneer Tikki,116.0,3.0,5.0,8.0,Veg,NutritionCF
Dahi Paneer Kebab,284.0,10.0,6.0,23.0,Veg,NutritionCF
French Toast Baked,102.0,6.0,15.0,1.0,Veg,NutritionCF
Filter Coffee (Skimmed Milk),70.0,6.0,11.0,0.0,Veg,NutritionCF
Chikoo Shake,234.0,4.0,50.0,2.0,Veg,NutritionCF
Paneer Satay,126.0,10.0,8.0,5.0,Veg,NutritionCF
Paneer Cutlets,547.0,30.0,45.0,27.0,Veg,NutritionCF
Chicken Tikka,277.0,27.0,6.0,18.0,Non-veg,NutritionCF
Quinoa Tikki,230.0,6.0,32.0,10.0,Veg,NutritionCF
Paneer Bhurji,192.0,9.0,8.0,12.0,Veg,NutritionCF
Murgh Palak Korma Kebab,290.0,30.0,5.0,17.0,Non-veg,NutritionCF
Paneer Masala,554.0,31.0,35.0,31.0,Veg,NutritionCF
Papaya Shake,68.0,5.0,11.0,0.0,Veg,NutritionCF
Peas Raita,226.0,13.0,18.0,11.0,Veg,NutritionCF
Garlic Cheese Toast,230.0,6.0,14.0,16.0,Veg,NutritionCF
Banana Shake,184.0,8.0,37.0,1.0,Veg,NutritionCF
Lauki Raita,37.0,4.0,4.0,1.0,Veg,NutritionCF
Egg Sandwich,313.0,16.0,27.0,16.0,Eggetarian,NutritionCF
Beetroot Raita,160.0,8.0,9.0,10.0,Veg,NutritionCF
Cucumber Raita,173.0,8.0,10.0,11.0,Veg,NutritionCF
Almond And Raisins Raita,168.0,8.0,9.0,11.0,Veg,NutritionCF
French Toast,180.0,7.0,20.0,8.0,Veg,NutritionCF
Mango Shake,233.0,10.0,46.0,2.0,Veg,NutritionCF
Strawberry Shake,79.0,7.0,13.0,0.0,Veg,NutritionCF
Aloo Raita,534.0,55.0,73.0,6.0,Veg,NutritionCF
Lettuce Wrap (Paneer),165.0,7.0,8.0,10.0,Veg,NutritionCF
Paneer Pakora,451.0,27.0,37.0,17.0,Veg,NutritionCF
Paneer & Salsa Tortilla Wrap,247.0,13.0,18.0,12.0,Veg,NutritionCF
Rawa Dosa,642.0,18.0,95.0,19.0,Veg,NutritionCF
Malai Tikka,514.0,37.0,26.0,29.0,Veg,NutritionCF
Hung Curd Salad,409.0,23.0,56.0,8.0,Veg,NutritionCF
Mint Raita,45.0,7.0,5.0,1.0,Veg,NutritionCF
Lauki Raita (Lactose Free),47.0,7.0,5.0,1.0,Veg,NutritionCF
Rice Paneer Sizzler,134.0,5.0,14.0,6.0,Veg,NutritionCF
Paneer Salad,332.0,23.0,25.0,15.0,Veg,NutritionCF
Suji Cheela,239.0,8.0,37.0,4.0,Veg,NutritionCF
Kadhi (No Pakora),551.0,27.0,48.0,26.0,Veg,NutritionCF
Paneer Roti,262.0,13.0,38.0,6.0,Veg,NutritionCF
Paneer Sandwich,334.0,15.0,28.0,18.0,Veg,NutritionCF
Paneer Tikka,152.0,7.0,7.0,10.0,Veg,NutritionCF
Yogurt Kebab,281.0,23.0,18.0,12.0,Veg,NutritionCF
Saute Paneer,282.0,15.0,10.0,19.0,Veg,NutritionCF
Makhana Milk,701.0,18.0,89.0,10.0,Veg,NutritionCF
Milk Tea,45.0,5.0,7.0,0.0,Veg,NutritionCF
Chicken Biryani,763.0,25.0,37.0,35.0,Non-veg,NutritionCF
Cheesy Chicken Patties (Tikki),491.0,30.0,7.0,37.0,Non-veg,NutritionCF
Achari Tikka (Paneer),1186.0,68.0,68.0,73.0,Veg,NutritionCF
Paneer Wrap In Soya Palak Roti,210.0,11.0,28.0,4.0,Veg,NutritionCF
Dahi Vada,179.0,8.0,17.0,9.0,Veg,NutritionCF
Curd Rice,483.0,12.0,84.0,9.0,Veg,NutritionCF
Matar Paneer,631.0,33.0,42.0,35.0,Veg,NutritionCF
Palak Paneer,893.0,52.0,57.0,49.0,Veg,NutritionCF
Palak Mushroom,811.0,47.0,44.0,48.0,Veg,NutritionCF
Pineapple Raita,22.0,1.0,3.0,1.0,Veg,NutritionCF
Strawberry Yogurt,144.0,7.0,12.0,8.0,Veg,NutritionCF
Vegetable Raita,207.0,9.0,23.0,8.0,Veg,NutritionCF
Chicken Salad,705.0,88.0,7.0,36.0,Non-veg,NutritionCF
Broccoli Soup,297.0,12.0,28.0,16.0,Veg,NutritionCF
Smoothie (In Curd),218.0,7.0,14.0,15.0,Veg,NutritionCF
Masala Tea,40.0,4.0,6.0,0.0,Veg,NutritionCF
Tea,15.0,1.0,3.0,0.0,Veg,NutritionCF
Haldi Milk,42.0,3.0,7.0,0.0,Veg,NutritionCF
Coffee Double Expresso (Skimmed Milk),40.0,3.0,6.0,0.0,Veg,NutritionCF
Chilli Paneer,254.0,12.0,9.0,17.0,Veg,NutritionCF
Corn Cutlet,137.0,3.0,19.0,5.0,Veg,NutritionCF
Chilli Paneer & Baby Corn,148.0,5.0,8.0,10.0,Veg,NutritionCF
"Chilli Paneer With Salad (Bell Peppers, Broccoli & Cherry Tomatoes)",282.0,12.0,16.0,17.0,Veg,NutritionCF
Dal Kebab,96.0,4.0,12.0,3.0,Veg,NutritionCF
Dahi Channa Kebab,417.0,20.0,57.0,12.0,Veg,NutritionCF
Grilled Paneer,76.0,4.0,3.0,6.0,Veg,NutritionCF
Pav Bhaji,548.0,27.0,77.0,11.0,Veg,NutritionCF
Paneer Tikka Kathi Roll,403.0,23.0,57.0,7.0,Veg,NutritionCF
Noodles Paneer Sizzler,521.0,27.0,26.0,33.0,Veg,NutritionCF
Methi Paneer Vegetable,239.0,11.0,12.0,12.0,Veg,NutritionCF
Mushroom Paneer Masala,213.0,15.0,17.0,7.0,Veg,NutritionCF
Vegetable Idli (Rice Idli),59.0,1.0,10.0,1.0,Veg,NutritionCF
Samakhia Kheer,273.0,10.0,31.0,12.0,Veg,NutritionCF
Makhana Kheer,277.0,15.0,50.0,2.0,Veg,NutritionCF
Reshami Tikka,28.0,4.0,2.0,1.0,Veg,NutritionCF
Reshami Tikka (Paneer),157.0,9.0,13.0,6.0,Veg,NutritionCF
Risotto Recipe (No Cheese),980.0,20.0,185.0,16.0,Veg,NutritionCF
Besan Milk,47.0,3.0,7.0,1.0,Veg,NutritionCF
Curd,183.0,8.0,13.0,11.0,Veg,NutritionCF
Boondi Raita,194.0,11.0,13.0,11.0,Veg,NutritionCF
Beetroot And Paneer Salad,104.0,11.0,9.0,2.0,Veg,NutritionCF
Creamy Cucumber Salad,34.0,3.0,1.0,2.0,Veg,NutritionCF
Carrot Milk,247.0,10.0,23.0,3.0,Veg,NutritionCF
Buttermilk,93.0,5.0,5.0,1.0,Veg,NutritionCF
Mushroom Soup (With Almond Milk),180.0,8.0,8.0,13.0,Veg,NutritionCF
Broccoli Soup (With Lactose Free Milk),304.0,15.0,7.0,3.0,Veg,NutritionCF
Paneer Capsicum Onion Vegetable,559.0,27.0,37.0,33.0,Veg,NutritionCF
Hazelnut Asian Lettuce Wrap (Vegetarian With Paneer),330.0,16.0,32.0,14.0,Veg,NutritionCF
Green Beans Paneer Vegetable,270.0,16.0,18.0,13.0,Veg,NutritionCF
Dahi Aloo Gravy,163.0,5.0,21.0,5.0,Veg,NutritionCF
Cold Coffee,100.0,6.0,12.0,0.0,Veg,NutritionCF
Fruit Raita,239.0,8.0,26.0,10.0,Veg,NutritionCF
Grilled Caesar Salad (Non Veg),199.0,19.0,11.0,9.0,Non-veg,NutritionCF
Bathua Raita,98.0,6.0,7.0,4.0,Veg,NutritionCF
Sugarcane Kheer,150.0,4.0,31.0,2.0,Veg,NutritionCF
Spinach And Walnut Raita,140.0,5.0,7.0,11.0,Veg,NutritionCF
Homemade Paneer,20.0,0.0,1.0,1.0,Veg,NutritionCF
Herb Paneer,14.0,1.0,1.0,1.0,Veg,NutritionCF
Paneer Kebab,141.0,2.0,5.0,4.0,Veg,NutritionCF
Coffee Espresso (Skimmed Milk),80.0,6.0,11.0,0.0,Veg,NutritionCF
Greek Salad,128.0,2.0,9.0,1.0,Veg,NutritionCF
Hariyali Tikka Veg,104.0,4.0,3.0,8.0,Veg,NutritionCF
Lactose Free Milk Coffee With Brown Sugar,200.0,7.0,12.0,4.0,Veg,NutritionCF
Skimmed Milk Coffee Without Sugar,74.0,6.0,12.0,0.0,Veg,NutritionCF
Gujiya,1192.0,15.0,126.0,68.0,Veg,NutritionCF
Rice Kheer,223.0,1.0,12.0,5.0,Veg,NutritionCF
Paneer Wrap(Cabbage Leaves),679.0,27.0,50.0,39.0,Veg,NutritionCF
Paneer Wrap(Icebarg Leaves),530.0,26.0,33.0,33.0,Veg,NutritionCF
Smoothie,265.0,15.0,23.0,13.0,Veg,NutritionCF
Pumpkin Soup,82.0,4.0,10.0,3.0,Veg,NutritionCF
Tea With Skimmed Milk,36.0,2.0,7.0,0.0,Veg,NutritionCF
Paneer Stuffed Roti,199.0,7.0,39.0,1.0,Veg,NutritionCF
Saute Paneer For Fasting,10.0,0.0,0.0,0.0,Veg,NutritionCF
Paneer Stuffed Roti Using A Combination Of Oats Bran And Oats Atta,36.0,0.0,0.0,0.0,Veg,NutritionCF
Paneer Vegetable Curry,44.0,2.0,7.0,1.0,Veg,NutritionCF
Garden Cress Seeds Kheer Without Sugar,68.0,1.0,5.0,5.0,Veg,NutritionCF
Style Beetroot & Paneer Salad,20.0,1.0,4.0,0.0,Veg,NutritionCF
